Entity,Continents,Code,Year,"Cardiovascular diseases per 100,000 people, in both sexes aged all ages"
El Salvador,North America,SLV,1993,187.76428
El Salvador,North America,SLV,1995,168.81773
El Salvador,North America,SLV,1996,186.91296
El Salvador,North America,SLV,1997,113.91677
El Salvador,North America,SLV,1998,119.95317
El Salvador,North America,SLV,1999,151.23602
El Salvador,North America,SLV,2000,154.4828
El Salvador,North America,SLV,2001,147.80168
El Salvador,North America,SLV,2002,136.93172
El Salvador,North America,SLV,2003,137.79686
El Salvador,North America,SLV,2004,130.76103
El Salvador,North America,SLV,2005,128.42879
El Salvador,North America,SLV,2006,127.23934
El Salvador,North America,SLV,2007,115.76989
El Salvador,North America,SLV,2008,118.56806
El Salvador,North America,SLV,2009,118.0668
El Salvador,North America,SLV,2010,116.83455
El Salvador,North America,SLV,2011,115.87059
El Salvador,North America,SLV,2012,101.47315
El Salvador,North America,SLV,2013,96.00634
El Salvador,North America,SLV,2014,97.9766
El Salvador,North America,SLV,2018,116.26953
El Salvador,North America,SLV,2017,149.79337
El Salvador,North America,SLV,2016,120.03221
El Salvador,North America,SLV,2015,144.93712
Estonia,Europe,EST,1981,552.49976
Estonia,Europe,EST,1982,532.7399
Estonia,Europe,EST,1985,580.13324
Estonia,Europe,EST,1986,534.3608
Estonia,Europe,EST,1987,534.0184
Estonia,Europe,EST,1988,528.72577
Estonia,Europe,EST,1989,503.18994
Estonia,Europe,EST,1990,520.03424
Estonia,Europe,EST,1991,497.89667
Estonia,Europe,EST,1992,510.92087
Estonia,Europe,EST,1993,532.1113
Estonia,Europe,EST,1994,546.3285
Estonia,Europe,EST,1995,512.5388
Estonia,Europe,EST,1996,466.8183
Estonia,Europe,EST,1997,441.68048
Estonia,Europe,EST,1998,463.96683
Estonia,Europe,EST,1999,436.57117
Estonia,Europe,EST,2000,418.51855
Estonia,Europe,EST,2001,412.61246
Estonia,Europe,EST,2002,411.14386
Estonia,Europe,EST,2003,403.63034
Estonia,Europe,EST,2004,377.1333
Estonia,Europe,EST,2005,364.5939
Estonia,Europe,EST,2006,356.51855
Estonia,Europe,EST,2007,341.78543
Estonia,Europe,EST,2008,332.69943
Estonia,Europe,EST,2009,311.14386
Estonia,Europe,EST,2010,299.7598
Estonia,Europe,EST,2011,270.76248
Estonia,Europe,EST,2012,266.76788
Estonia,Europe,EST,2013,257.8074
Estonia,Europe,EST,2014,249.62689
Estonia,Europe,EST,2021,211.18497
Estonia,Europe,EST,2020,200.67957
Estonia,Europe,EST,2019,203.89206
Estonia,Europe,EST,2018,214.42567
Estonia,Europe,EST,2017,220.38667
Estonia,Europe,EST,2016,228.69485
Estonia,Europe,EST,2015,234.79692
Fiji,Oceania,FJI,1978,363.3933
Fiji,Oceania,FJI,2001,712.7391
Fiji,Oceania,FJI,2002,594.2188
Fiji,Oceania,FJI,2003,588.29767
Fiji,Oceania,FJI,2004,512.16254
Fiji,Oceania,FJI,2005,546.7559
Fiji,Oceania,FJI,2006,470.9208
Fiji,Oceania,FJI,2007,419.18555
Fiji,Oceania,FJI,2008,417.51755
Fiji,Oceania,FJI,2009,506.37152
Fiji,Oceania,FJI,2011,449.4886
Fiji,Oceania,FJI,2012,409.63254
Finland,Europe,FIN,1952,525.4051
Finland,Europe,FIN,1953,527.36053
Finland,Europe,FIN,1954,514.76074
Finland,Europe,FIN,1955,541.1066
Finland,Europe,FIN,1956,520.6742
Finland,Europe,FIN,1957,494.58725
Finland,Europe,FIN,1958,511.00793
Finland,Europe,FIN,1959,503.17346
Finland,Europe,FIN,1960,515.35156
Finland,Europe,FIN,1961,523.49335
Finland,Europe,FIN,1962,569.44824
Finland,Europe,FIN,1963,560.43365
Finland,Europe,FIN,1964,559.2504
Finland,Europe,FIN,1965,575.2699
Finland,Europe,FIN,1966,566.13544
Finland,Europe,FIN,1967,554.01697
Finland,Europe,FIN,1968,561.18744
Finland,Europe,FIN,1969,553.4377
Finland,Europe,FIN,1970,516.73517
Finland,Europe,FIN,1971,518.3274
Finland,Europe,FIN,1972,489.1439
Finland,Europe,FIN,1973,468.49908
Finland,Europe,FIN,1974,472.5394
Finland,Europe,FIN,1975,441.62097
Finland,Europe,FIN,1976,444.05008
Finland,Europe,FIN,1977,422.06226
Finland,Europe,FIN,1978,411.79883
Finland,Europe,FIN,1979,397.00348
Finland,Europe,FIN,1980,381.9822
Finland,Europe,FIN,1981,385.26666
Finland,Europe,FIN,1982,362.6541
Finland,Europe,FIN,1983,357.04367
Finland,Europe,FIN,1984,348.90573
Finland,Europe,FIN,1985,361.42557
Finland,Europe,FIN,1986,343.8016
Finland,Europe,FIN,1987,332.80426
Finland,Europe,FIN,1988,324.45938
Finland,Europe,FIN,1989,312.85645
Finland,Europe,FIN,1990,309.6336
Finland,Europe,FIN,1991,298.41998
Finland,Europe,FIN,1992,291.19748
Finland,Europe,FIN,1993,287.4686
Finland,Europe,FIN,1994,262.12457
Finland,Europe,FIN,1995,263.389
Finland,Europe,FIN,1996,242.86368
Finland,Europe,FIN,1997,233.1649
Finland,Europe,FIN,1998,227.74014
Finland,Europe,FIN,1999,221.61002
Finland,Europe,FIN,2000,216.72484
Finland,Europe,FIN,2001,204.01494
Finland,Europe,FIN,2002,202.93417
Finland,Europe,FIN,2003,195.67595
Finland,Europe,FIN,2004,183.5047
Finland,Europe,FIN,2005,177.1626
Finland,Europe,FIN,2006,172.63411
Finland,Europe,FIN,2007,169.939
Finland,Europe,FIN,2008,164.55388
Finland,Europe,FIN,2009,160.57681
Finland,Europe,FIN,2010,156.82567
Finland,Europe,FIN,2011,149.4482
Finland,Europe,FIN,2012,145.75644
Finland,Europe,FIN,2013,137.10394
Finland,Europe,FIN,2014,133.01434
Finland,Europe,FIN,2020,111.13455
Finland,Europe,FIN,2019,111.606544
Finland,Europe,FIN,2018,117.55106
Finland,Europe,FIN,2017,121.44699
Finland,Europe,FIN,2016,127.27719
Finland,Europe,FIN,2015,128.76431
France,Europe,FRA,1950,319.75244
France,Europe,FRA,1951,315.1511
France,Europe,FRA,1952,312.97928
France,Europe,FRA,1953,326.3665
France,Europe,FRA,1954,309.21405
France,Europe,FRA,1955,309.2842
France,Europe,FRA,1956,320.85703
France,Europe,FRA,1957,297.79932
France,Europe,FRA,1958,291.11563
France,Europe,FRA,1959,287.14233
France,Europe,FRA,1960,288.52542
France,Europe,FRA,1961,276.3049
France,Europe,FRA,1962,293.80392
France,Europe,FRA,1963,293.88428
France,Europe,FRA,1964,268.37103
France,Europe,FRA,1965,274.3391
France,Europe,FRA,1966,263.3721
France,Europe,FRA,1967,265.36475
France,Europe,FRA,1968,276.77756
France,Europe,FRA,1969,269.39804
France,Europe,FRA,1970,257.9462
France,Europe,FRA,1971,262.95303
France,Europe,FRA,1972,257.1514
France,Europe,FRA,1973,253.88924
France,Europe,FRA,1974,252.60643
France,Europe,FRA,1975,254.16003
France,Europe,FRA,1976,244.79895
France,Europe,FRA,1977,227.37428
France,Europe,FRA,1978,227.16093
France,Europe,FRA,1979,221.55974
France,Europe,FRA,1980,219.71951
France,Europe,FRA,1981,212.83838
France,Europe,FRA,1982,205.32565
France,Europe,FRA,1983,204.51428
France,Europe,FRA,1984,195.35835
France,Europe,FRA,1985,197.04294
France,Europe,FRA,1986,196.64836
France,Europe,FRA,1987,175.9396
France,Europe,FRA,1988,166.75438
France,Europe,FRA,1989,159.75732
France,Europe,FRA,1990,152.611
France,Europe,FRA,1991,151.19699
France,Europe,FRA,1992,144.75856
France,Europe,FRA,1993,143.61368
France,Europe,FRA,1994,135.35071
France,Europe,FRA,1995,135.17442
France,Europe,FRA,1996,134.31783
France,Europe,FRA,1997,129.9147
France,Europe,FRA,1998,131.87296
France,Europe,FRA,1999,128.27147
France,Europe,FRA,2000,123.24474
France,Europe,FRA,2001,120.396965
France,Europe,FRA,2002,117.754364
France,Europe,FRA,2003,117.48878
France,Europe,FRA,2004,106.60366
France,Europe,FRA,2005,104.80716
France,Europe,FRA,2006,97.508545
France,Europe,FRA,2007,93.52184
France,Europe,FRA,2008,91.38275
France,Europe,FRA,2009,87.338234
France,Europe,FRA,2010,83.51001
France,Europe,FRA,2011,78.52397
France,Europe,FRA,2012,77.15069
France,Europe,FRA,2013,74.093636
France,Europe,FRA,2014,70.93563
France,Europe,FRA,2017,68.016174
France,Europe,FRA,2016,69.30401
France,Europe,FRA,2015,71.84106
French Guiana,South America,GUF,1968,250.22662
French Guiana,South America,GUF,1969,194.9693
French Guiana,South America,GUF,1970,221.53569
French Guiana,South America,GUF,1971,232.8506
French Guiana,South America,GUF,1972,289.36795
French Guiana,South America,GUF,1973,341.8486
French Guiana,South America,GUF,1974,286.91672
French Guiana,South America,GUF,1975,274.49918
French Guiana,South America,GUF,1976,408.66904
French Guiana,South America,GUF,1977,367.47925
French Guiana,South America,GUF,1978,354.30435
French Guiana,South America,GUF,1979,308.61728
French Guiana,South America,GUF,2001,141.00256
French Guiana,South America,GUF,2002,162.16183
French Guiana,South America,GUF,2003,169.10321
French Guiana,South America,GUF,2004,125.06635
French Guiana,South America,GUF,2005,143.75662
French Guiana,South America,GUF,2006,113.95146
French Guiana,South America,GUF,2007,114.20348
French Guiana,South America,GUF,2008,128.53722
French Guiana,South America,GUF,2009,105.16384
French Guiana,South America,GUF,2010,101.55939
French Guiana,South America,GUF,2011,84.60175
French Guiana,South America,GUF,2012,101.658966
French Guiana,South America,GUF,2013,89.23487
French Guiana,South America,GUF,2014,96.01704
French Guiana,South America,GUF,2016,123.292656
French Guiana,South America,GUF,2015,118.68703
Georgia,Asia,GEO,1981,501.84167
Georgia,Asia,GEO,1982,493.44162
Georgia,Asia,GEO,1985,516.7116
Georgia,Asia,GEO,1986,506.59308
Georgia,Asia,GEO,1987,502.402
Georgia,Asia,GEO,1988,506.6611
Georgia,Asia,GEO,1989,489.59818
Georgia,Asia,GEO,1990,471.55045
Georgia,Asia,GEO,1991,486.23328
Georgia,Asia,GEO,1992,515.0074
Georgia,Asia,GEO,1994,400.77087
Georgia,Asia,GEO,1995,472.94272
Georgia,Asia,GEO,1996,421.42953
Georgia,Asia,GEO,1997,465.5882
Georgia,Asia,GEO,1998,486.51987
Georgia,Asia,GEO,1999,495.91217
Georgia,Asia,GEO,2000,508.78705
Georgia,Asia,GEO,2001,480.57352
Georgia,Asia,GEO,2004,515.55206
Georgia,Asia,GEO,2005,435.14157
Georgia,Asia,GEO,2006,425.71997
Georgia,Asia,GEO,2007,403.2449
Georgia,Asia,GEO,2009,361.98102
Georgia,Asia,GEO,2010,188.34387
Georgia,Asia,GEO,2011,222.69722
Georgia,Asia,GEO,2012,244.17152
Georgia,Asia,GEO,2013,223.99146
Georgia,Asia,GEO,2014,292.80533
Georgia,Asia,GEO,2021,325.75684
Georgia,Asia,GEO,2020,321.16718
Georgia,Asia,GEO,2019,315.5584
Georgia,Asia,GEO,2018,317.1119
Georgia,Asia,GEO,2017,292.37363
Georgia,Asia,GEO,2016,265.23315
Georgia,Asia,GEO,2015,308.6975
Germany,Europe,DEU,1990,295.7496
Germany,Europe,DEU,1991,287.94376
Germany,Europe,DEU,1992,272.89386
Germany,Europe,DEU,1993,271.24405
Germany,Europe,DEU,1994,260.52716
Germany,Europe,DEU,1995,254.40712
Germany,Europe,DEU,1996,247.93874
Germany,Europe,DEU,1997,239.5175
Germany,Europe,DEU,1998,234.27487
Germany,Europe,DEU,1999,226.69191
Germany,Europe,DEU,2000,215.06265
Germany,Europe,DEU,2001,209.78607
Germany,Europe,DEU,2002,209.12198
Germany,Europe,DEU,2003,209.81192
Germany,Europe,DEU,2004,192.4521
Germany,Europe,DEU,2005,185.7733
Germany,Europe,DEU,2006,175.27658
Germany,Europe,DEU,2007,169.63908
Germany,Europe,DEU,2008,163.34212
Germany,Europe,DEU,2009,158.88637
Germany,Europe,DEU,2010,152.61641
Germany,Europe,DEU,2011,143.6206
Germany,Europe,DEU,2012,142.56642
Germany,Europe,DEU,2013,145.48692
Germany,Europe,DEU,2014,135.62076
Germany,Europe,DEU,2020,118.52573
Germany,Europe,DEU,2019,119.028015
Germany,Europe,DEU,2018,127.02289
Germany,Europe,DEU,2017,128.4568
Germany,Europe,DEU,2016,129.45697
Germany,Europe,DEU,2015,139.02193
Greece,Europe,GRC,1961,206.57112
Greece,Europe,GRC,1962,220.318
Greece,Europe,GRC,1963,224.80438
Greece,Europe,GRC,1964,226.1632
Greece,Europe,GRC,1965,232.54855
Greece,Europe,GRC,1966,225.95879
Greece,Europe,GRC,1967,242.56653
Greece,Europe,GRC,1968,246.864
Greece,Europe,GRC,1969,249.39804
Greece,Europe,GRC,1970,226.87756
Greece,Europe,GRC,1971,236.45543
Greece,Europe,GRC,1972,239.54056
Greece,Europe,GRC,1973,242.04848
Greece,Europe,GRC,1974,238.30664
Greece,Europe,GRC,1975,244.29837
Greece,Europe,GRC,1976,250.19345
Greece,Europe,GRC,1977,253.63863
Greece,Europe,GRC,1978,248.89008
Greece,Europe,GRC,1979,258.93204
Greece,Europe,GRC,1980,270.6086
Greece,Europe,GRC,1981,262.09192
Greece,Europe,GRC,1982,262.23798
Greece,Europe,GRC,1983,271.96994
Greece,Europe,GRC,1984,261.603
Greece,Europe,GRC,1985,281.05872
Greece,Europe,GRC,1986,280.91324
Greece,Europe,GRC,1987,290.01562
Greece,Europe,GRC,1988,280.53412
Greece,Europe,GRC,1989,276.37332
Greece,Europe,GRC,1990,275.82013
Greece,Europe,GRC,1991,271.32523
Greece,Europe,GRC,1992,261.9521
Greece,Europe,GRC,1993,251.75992
Greece,Europe,GRC,1994,258.38913
Greece,Europe,GRC,1995,261.97885
Greece,Europe,GRC,1996,259.76926
Greece,Europe,GRC,1997,254.23569
Greece,Europe,GRC,1998,257.67957
Greece,Europe,GRC,1999,250.7349
Greece,Europe,GRC,2000,248.34215
Greece,Europe,GRC,2001,241.73756
Greece,Europe,GRC,2002,237.50545
Greece,Europe,GRC,2003,238.32616
Greece,Europe,GRC,2004,229.08528
Greece,Europe,GRC,2005,214.1032
Greece,Europe,GRC,2006,207.37254
Greece,Europe,GRC,2007,200.5237
Greece,Europe,GRC,2008,189.0351
Greece,Europe,GRC,2009,179.13646
Greece,Europe,GRC,2010,167.68398
Greece,Europe,GRC,2011,161.46231
Greece,Europe,GRC,2012,160.4481
Greece,Europe,GRC,2013,146.49432
Greece,Europe,GRC,2014,138.75427
Greece,Europe,GRC,2020,122.889305
Greece,Europe,GRC,2019,122.66516
Greece,Europe,GRC,2017,133.82706
Greece,Europe,GRC,2018,124.91584
Greece,Europe,GRC,2016,130.12901
Greece,Europe,GRC,2015,138.75545
Grenada,North America,GRD,1985,475.8661
Grenada,North America,GRD,1988,312.84134
Grenada,North America,GRD,1989,337.10147
Grenada,North America,GRD,1990,375.51263
Grenada,North America,GRD,1991,335.0484
Grenada,North America,GRD,1992,299.4382
Grenada,North America,GRD,1993,332.6112
Grenada,North America,GRD,1994,378.66855
Grenada,North America,GRD,1995,344.52817
Grenada,North America,GRD,1996,263.68777
Grenada,North America,GRD,2001,219.96877
Grenada,North America,GRD,2002,320.328
Grenada,North America,GRD,2003,275.9295
Grenada,North America,GRD,2004,313.01166
Grenada,North America,GRD,2005,295.19193
Grenada,North America,GRD,2006,253.4843
Grenada,North America,GRD,2007,220.62918
Grenada,North America,GRD,2008,267.77316
Grenada,North America,GRD,2009,226.7567
Grenada,North America,GRD,2010,232.84807
Grenada,North America,GRD,2011,210.97194
Grenada,North America,GRD,2012,217.86699
Grenada,North America,GRD,2013,213.24658
Grenada,North America,GRD,2014,266.5566
Grenada,North America,GRD,2021,288.18198
Grenada,North America,GRD,2020,277.60062
Grenada,North America,GRD,2019,223.70921
Grenada,North America,GRD,2018,231.63466
Grenada,North America,GRD,2017,210.1432
Grenada,North America,GRD,2016,232.91269
Grenada,North America,GRD,2015,201.32646
Guadeloupe,North America,GLP,1974,267.10147
Guadeloupe,North America,GLP,1981,231.1337
Guadeloupe,North America,GLP,2000,136.50023
Guadeloupe,North America,GLP,2001,131.15324
Guadeloupe,North America,GLP,2002,139.93745
Guadeloupe,North America,GLP,2003,126.091156
Guadeloupe,North America,GLP,2004,136.50981
Guadeloupe,North America,GLP,2005,131.17624
Guadeloupe,North America,GLP,2006,123.08908
Guadeloupe,North America,GLP,2007,107.34674
Guadeloupe,North America,GLP,2008,104.56326
Guadeloupe,North America,GLP,2009,111.96
Guadeloupe,North America,GLP,2010,100.163574
Guadeloupe,North America,GLP,2011,89.10082
Guadeloupe,North America,GLP,2012,82.7844
Guadeloupe,North America,GLP,2013,82.05825
Guadeloupe,North America,GLP,2014,86.86966
Guadeloupe,North America,GLP,2016,78.17304
Guadeloupe,North America,GLP,2015,69.13228
Guatemala,North America,GTM,1963,170.92368
Guatemala,North America,GTM,1964,177.25351
Guatemala,North America,GTM,1965,118.79217
Guatemala,North America,GTM,1966,134.7948
Guatemala,North America,GTM,1967,123.32773
Guatemala,North America,GTM,1968,134.85732
Guatemala,North America,GTM,1969,117.979385
Guatemala,North America,GTM,1970,133.46228
Guatemala,North America,GTM,1971,117.35002
Guatemala,North America,GTM,1974,115.822556
Guatemala,North America,GTM,1975,128.32224
Guatemala,North America,GTM,1976,116.770454
Guatemala,North America,GTM,1977,114.59956
Guatemala,North America,GTM,1978,131.21564
Guatemala,North America,GTM,1979,137.82692
Guatemala,North America,GTM,1980,128.77698
Guatemala,North America,GTM,1981,140.28012
Guatemala,North America,GTM,1984,149.03908
Guatemala,North America,GTM,1986,132.24927
Guatemala,North America,GTM,1987,128.70676
Guatemala,North America,GTM,1988,136.31992
Guatemala,North America,GTM,1989,132.39447
Guatemala,North America,GTM,1990,140.52219
Guatemala,North America,GTM,1991,142.41783
Guatemala,North America,GTM,1992,150.13629
Guatemala,North America,GTM,1993,158.60147
Guatemala,North America,GTM,1994,177.95993
Guatemala,North America,GTM,1995,172.93703
Guatemala,North America,GTM,1996,156.56097
Guatemala,North America,GTM,1997,159.82338
Guatemala,North America,GTM,1998,174.79984
Guatemala,North America,GTM,1999,157.98727
Guatemala,North America,GTM,2000,132.72223
Guatemala,North America,GTM,2001,129.5208
Guatemala,North America,GTM,2002,119.49749
Guatemala,North America,GTM,2003,152.3809
Guatemala,North America,GTM,2004,125.31807
Guatemala,North America,GTM,2005,134.28586
Guatemala,North America,GTM,2006,142.72949
Guatemala,North America,GTM,2007,148.06018
Guatemala,North America,GTM,2008,139.14426
Guatemala,North America,GTM,2009,123.1029
Guatemala,North America,GTM,2010,127.315865
Guatemala,North America,GTM,2011,132.25389
Guatemala,North America,GTM,2012,132.26907
Guatemala,North America,GTM,2013,132.40915
Guatemala,North America,GTM,2014,134.76042
Guatemala,North America,GTM,2020,137.88995
Guatemala,North America,GTM,2019,116.84735
Guatemala,North America,GTM,2018,116.634636
Guatemala,North America,GTM,2017,120.902435
Guatemala,North America,GTM,2016,124.776535
Guatemala,North America,GTM,2015,129.68787
Guyana,South America,GUY,1977,727.8268
Guyana,South America,GUY,1979,476.13434
Guyana,South America,GUY,1984,331.42413
Guyana,South America,GUY,1988,382.4189
Guyana,South America,GUY,1989,549.3808
Guyana,South America,GUY,1990,521.9059
Guyana,South America,GUY,1991,475.489
Guyana,South America,GUY,1992,407.8625
Guyana,South America,GUY,1993,469.03738
Guyana,South America,GUY,1994,422.5616
Guyana,South America,GUY,1995,486.3277
Guyana,South America,GUY,1996,416.23645
Guyana,South America,GUY,1997,440.6981
Guyana,South America,GUY,1998,439.22287
Guyana,South America,GUY,1999,316.6495
Guyana,South America,GUY,2001,373.83777
Guyana,South America,GUY,2002,381.06177
Guyana,South America,GUY,2003,403.06305
Guyana,South America,GUY,2004,415.5307
Guyana,South America,GUY,2005,397.62433
Guyana,South America,GUY,2006,371.84204
Guyana,South America,GUY,2007,382.4071
Guyana,South America,GUY,2008,395.4799
Guyana,South America,GUY,2009,393.15497
Guyana,South America,GUY,2010,422.1226
Guyana,South America,GUY,2011,394.808
Guyana,South America,GUY,2012,394.27765
Guyana,South America,GUY,2013,360.0578
Guyana,South America,GUY,2014,364.8779
Guyana,South America,GUY,2019,216.11969
Guyana,South America,GUY,2018,282.1803
Guyana,South America,GUY,2017,317.1992
Guyana,South America,GUY,2016,306.2971
Guyana,South America,GUY,2015,355.39993
Hong Kong,Asia,HKG,1955,174.12082
Hong Kong,Asia,HKG,1956,205.6931
Hong Kong,Asia,HKG,1957,195.18723
Hong Kong,Asia,HKG,1958,216.1648
Hong Kong,Asia,HKG,1959,230.51524
Hong Kong,Asia,HKG,1960,244.85
Hong Kong,Asia,HKG,1961,235.52415
Hong Kong,Asia,HKG,1962,236.44955
Hong Kong,Asia,HKG,1963,236.95386
Hong Kong,Asia,HKG,1964,248.35074
Hong Kong,Asia,HKG,1965,253.96765
Hong Kong,Asia,HKG,1966,245.06912
Hong Kong,Asia,HKG,1967,237.23207
Hong Kong,Asia,HKG,1968,231.6213
Hong Kong,Asia,HKG,1969,216.0012
Hong Kong,Asia,HKG,1970,226.99516
Hong Kong,Asia,HKG,1971,209.21172
Hong Kong,Asia,HKG,1972,205.01378
Hong Kong,Asia,HKG,1973,201.26756
Hong Kong,Asia,HKG,1974,202.51952
Hong Kong,Asia,HKG,1975,199.69441
Hong Kong,Asia,HKG,1976,217.53476
Hong Kong,Asia,HKG,1977,210.30655
Hong Kong,Asia,HKG,1978,209.86955
Hong Kong,Asia,HKG,1979,213.92924
Hong Kong,Asia,HKG,1980,199.24811
Hong Kong,Asia,HKG,1981,178.28702
Hong Kong,Asia,HKG,1982,175.78922
Hong Kong,Asia,HKG,1983,173.30522
Hong Kong,Asia,HKG,1984,158.34795
Hong Kong,Asia,HKG,1985,149.62128
Hong Kong,Asia,HKG,1986,152.59528
Hong Kong,Asia,HKG,1987,150.80913
Hong Kong,Asia,HKG,1988,145.09172
Hong Kong,Asia,HKG,1989,139.756
Hong Kong,Asia,HKG,1990,149.5865
Hong Kong,Asia,HKG,1991,141.91368
Hong Kong,Asia,HKG,1992,147.2987
Hong Kong,Asia,HKG,1993,133.48288
Hong Kong,Asia,HKG,1994,129.73804
Hong Kong,Asia,HKG,1995,124.20489
Hong Kong,Asia,HKG,1996,111.401825
Hong Kong,Asia,HKG,1997,106.76404
Hong Kong,Asia,HKG,1998,111.86263
Hong Kong,Asia,HKG,1999,111.92035
Hong Kong,Asia,HKG,2000,111.6899
Hong Kong,Asia,HKG,2001,93.41133
Hong Kong,Asia,HKG,2002,93.71931
Hong Kong,Asia,HKG,2003,97.11866
Hong Kong,Asia,HKG,2004,97.6598
Hong Kong,Asia,HKG,2005,93.55045
Hong Kong,Asia,HKG,2006,85.28637
Hong Kong,Asia,HKG,2007,89.76528
Hong Kong,Asia,HKG,2008,90.52324
Hong Kong,Asia,HKG,2009,82.1966
Hong Kong,Asia,HKG,2010,80.70999
Hong Kong,Asia,HKG,2011,73.15627
Hong Kong,Asia,HKG,2012,70.81763
Hong Kong,Asia,HKG,2013,64.79351
Hong Kong,Asia,HKG,2014,66.566605
Hong Kong,Asia,HKG,2017,56.159164
Hong Kong,Asia,HKG,2016,60.047832
Hong Kong,Asia,HKG,2015,62.01855
Hungary,Europe,HUN,1955,379.6654
Hungary,Europe,HUN,1956,430.65863
Hungary,Europe,HUN,1957,424.72308
Hungary,Europe,HUN,1958,404.053
Hungary,Europe,HUN,1959,440.62488
Hungary,Europe,HUN,1960,455.57812
Hungary,Europe,HUN,1961,442.4718
Hungary,Europe,HUN,1962,519.04425
Hungary,Europe,HUN,1963,468.2343
Hungary,Europe,HUN,1964,476.28238
Hungary,Europe,HUN,1965,511.93536
Hungary,Europe,HUN,1966,455.7178
Hungary,Europe,HUN,1967,486.77997
Hungary,Europe,HUN,1968,512.96375
Hungary,Europe,HUN,1969,518.9329
Hungary,Europe,HUN,1970,516.2465
Hungary,Europe,HUN,1971,515.4688
Hungary,Europe,HUN,1972,497.2665
Hungary,Europe,HUN,1973,502.18314
Hungary,Europe,HUN,1974,489.2129
Hungary,Europe,HUN,1975,493.93286
Hungary,Europe,HUN,1976,492.60797
Hungary,Europe,HUN,1977,478.79395
Hungary,Europe,HUN,1978,509.95056
Hungary,Europe,HUN,1979,494.91687
Hungary,Europe,HUN,1980,517.12854
Hungary,Europe,HUN,1981,514.061
Hungary,Europe,HUN,1982,513.31616
Hungary,Europe,HUN,1983,520.5991
Hungary,Europe,HUN,1984,509.38437
Hungary,Europe,HUN,1985,511.79184
Hungary,Europe,HUN,1986,500.16483
Hungary,Europe,HUN,1987,478.53018
Hungary,Europe,HUN,1988,466.95416
Hungary,Europe,HUN,1989,469.7299
Hungary,Europe,HUN,1990,483.55215
Hungary,Europe,HUN,1991,477.3618
Hungary,Europe,HUN,1992,477.67215
Hungary,Europe,HUN,1993,481.58917
Hungary,Europe,HUN,1994,454.12238
Hungary,Europe,HUN,1995,444.45602
Hungary,Europe,HUN,1996,440.38742
Hungary,Europe,HUN,1997,421.33276
Hungary,Europe,HUN,1998,424.08725
Hungary,Europe,HUN,1999,439.82355
Hungary,Europe,HUN,2000,408.47653
Hungary,Europe,HUN,2001,375.53665
Hungary,Europe,HUN,2002,375.01923
Hungary,Europe,HUN,2003,378.04776
Hungary,Europe,HUN,2004,362.99548
Hungary,Europe,HUN,2005,374.6169
Hungary,Europe,HUN,2006,343.5287
Hungary,Europe,HUN,2007,335.8393
Hungary,Europe,HUN,2008,319.84146
Hungary,Europe,HUN,2009,313.78836
Hungary,Europe,HUN,2010,311.54776
Hungary,Europe,HUN,2011,298.91806
Hungary,Europe,HUN,2012,297.01614
Hungary,Europe,HUN,2013,286.3813
Hungary,Europe,HUN,2014,281.53854
Hungary,Europe,HUN,2019,266.44943
Hungary,Europe,HUN,2018,275.0003
Hungary,Europe,HUN,2017,281.79315
Hungary,Europe,HUN,2016,274.13177
Hungary,Europe,HUN,2015,288.4191
Iceland,Europe,ISL,1951,296.40466
Iceland,Europe,ISL,1952,300.35175
Iceland,Europe,ISL,1953,312.60034
Iceland,Europe,ISL,1954,311.00467
Iceland,Europe,ISL,1955,302.07727
Iceland,Europe,ISL,1956,310.19586
Iceland,Europe,ISL,1957,326.8859
Iceland,Europe,ISL,1958,330.29474
Iceland,Europe,ISL,1959,291.82016
Iceland,Europe,ISL,1960,312.98398
Iceland,Europe,ISL,1961,316.17673
Iceland,Europe,ISL,1962,288.76828
Iceland,Europe,ISL,1963,325.2355
Iceland,Europe,ISL,1964,318.4778
Iceland,Europe,ISL,1965,307.43933
Iceland,Europe,ISL,1966,325.03137
Iceland,Europe,ISL,1967,327.8861
Iceland,Europe,ISL,1968,324.2932
Iceland,Europe,ISL,1969,336.60416
Iceland,Europe,ISL,1970,342.7106
Iceland,Europe,ISL,1971,329.28317
Iceland,Europe,ISL,1972,315.39783
Iceland,Europe,ISL,1973,324.5874
Iceland,Europe,ISL,1974,297.09976
Iceland,Europe,ISL,1975,265.10776
Iceland,Europe,ISL,1976,267.75232
Iceland,Europe,ISL,1977,261.98212
Iceland,Europe,ISL,1978,249.50351
Iceland,Europe,ISL,1979,266.47003
Iceland,Europe,ISL,1980,265.56726
Iceland,Europe,ISL,1981,286.17938
Iceland,Europe,ISL,1982,251.38977
Iceland,Europe,ISL,1983,268.71088
Iceland,Europe,ISL,1984,234.01607
Iceland,Europe,ISL,1985,248.12471
Iceland,Europe,ISL,1986,238.1557
Iceland,Europe,ISL,1987,241.42383
Iceland,Europe,ISL,1988,239.02754
Iceland,Europe,ISL,1989,227.78812
Iceland,Europe,ISL,1990,213.33432
Iceland,Europe,ISL,1991,223.56602
Iceland,Europe,ISL,1992,207.44388
Iceland,Europe,ISL,1993,203.73178
Iceland,Europe,ISL,1994,210.02933
Iceland,Europe,ISL,1995,210.74452
Iceland,Europe,ISL,1996,192.9545
Iceland,Europe,ISL,1997,186.8661
