Entity,Continents,Code,Year,"Cardiovascular diseases per 100,000 people, in both sexes aged all ages"
Bulgaria,Europe,BGR,1968,392.3306
Bulgaria,Europe,BGR,1969,423.36755
Bulgaria,Europe,BGR,1970,420.17496
Bulgaria,Europe,BGR,1971,436.6555
Bulgaria,Europe,BGR,1972,454.9111
Bulgaria,Europe,BGR,1973,444.98233
Bulgaria,Europe,BGR,1974,462.979
Bulgaria,Europe,BGR,1975,456.9904
Bulgaria,Europe,BGR,1976,456.49225
Bulgaria,Europe,BGR,1977,482.97766
Bulgaria,Europe,BGR,1978,478.3593
Bulgaria,Europe,BGR,1979,482.033
Bulgaria,Europe,BGR,1980,480.56424
Bulgaria,Europe,BGR,1981,473.6792
Bulgaria,Europe,BGR,1982,492.35168
Bulgaria,Europe,BGR,1983,496.6298
Bulgaria,Europe,BGR,1984,500.2244
Bulgaria,Europe,BGR,1985,541.9096
Bulgaria,Europe,BGR,1986,541.713
Bulgaria,Europe,BGR,1987,534.25684
Bulgaria,Europe,BGR,1988,526.7136
Bulgaria,Europe,BGR,1989,520.2932
Bulgaria,Europe,BGR,1990,519.1704
Bulgaria,Europe,BGR,1991,524.5707
Bulgaria,Europe,BGR,1992,509.70007
Bulgaria,Europe,BGR,1993,530.6895
Bulgaria,Europe,BGR,1994,529.7619
Bulgaria,Europe,BGR,1995,543.265
Bulgaria,Europe,BGR,1996,559.3846
Bulgaria,Europe,BGR,1997,604.81195
Bulgaria,Europe,BGR,1998,601.6282
Bulgaria,Europe,BGR,1999,537.95483
Bulgaria,Europe,BGR,2000,552.07355
Bulgaria,Europe,BGR,2001,532.49554
Bulgaria,Europe,BGR,2002,540.55963
Bulgaria,Europe,BGR,2003,533.1491
Bulgaria,Europe,BGR,2004,514.44604
Bulgaria,Europe,BGR,2005,507.25293
Bulgaria,Europe,BGR,2006,500.05054
Bulgaria,Europe,BGR,2007,483.76373
Bulgaria,Europe,BGR,2008,457.65402
Bulgaria,Europe,BGR,2009,453.55118
Bulgaria,Europe,BGR,2010,465.37872
Bulgaria,Europe,BGR,2011,446.6377
Bulgaria,Europe,BGR,2012,428.60278
Bulgaria,Europe,BGR,2013,404.15805
Bulgaria,Europe,BGR,2014,421.17993
Bulgaria,Europe,BGR,2020,416.98624
Bulgaria,Europe,BGR,2019,386.06567
Bulgaria,Europe,BGR,2018,401.26984
Bulgaria,Europe,BGR,2017,411.37543
Bulgaria,Europe,BGR,2016,406.7467
Bulgaria,Europe,BGR,2015,415.79465
Canada,North America,CAN,1950,469.76743
Canada,North America,CAN,1951,471.26886
Canada,North America,CAN,1952,471.4003
Canada,North America,CAN,1953,470.26215
Canada,North America,CAN,1954,454.73755
Canada,North America,CAN,1955,460.88803
Canada,North America,CAN,1956,453.4927
Canada,North America,CAN,1957,461.2535
Canada,North America,CAN,1958,454.21716
Canada,North America,CAN,1959,461.82504
Canada,North America,CAN,1960,457.7951
Canada,North America,CAN,1961,435.8503
Canada,North America,CAN,1962,430.6557
Canada,North America,CAN,1963,427.1851
Canada,North America,CAN,1964,418.0339
Canada,North America,CAN,1965,424.84634
Canada,North America,CAN,1966,410.10855
Canada,North America,CAN,1967,400.80383
Canada,North America,CAN,1968,397.07898
Canada,North America,CAN,1969,388.4874
Canada,North America,CAN,1970,383.19122
Canada,North America,CAN,1971,364.7728
Canada,North America,CAN,1972,365.8033
Canada,North America,CAN,1973,360.14294
Canada,North America,CAN,1974,359.56226
Canada,North America,CAN,1975,345.29852
Canada,North America,CAN,1976,343.68686
Canada,North America,CAN,1977,327.21237
Canada,North America,CAN,1978,314.22968
Canada,North America,CAN,1979,301.9828
Canada,North America,CAN,1980,296.58853
Canada,North America,CAN,1981,282.8806
Canada,North America,CAN,1982,286.65915
Canada,North America,CAN,1983,263.20212
Canada,North America,CAN,1984,252.89105
Canada,North America,CAN,1985,245.36263
Canada,North America,CAN,1986,244.13461
Canada,North America,CAN,1987,231.84608
Canada,North America,CAN,1988,226.12578
Canada,North America,CAN,1989,216.52763
Canada,North America,CAN,1990,203.06787
Canada,North America,CAN,1991,197.27644
Canada,North America,CAN,1992,188.54012
Canada,North America,CAN,1993,188.90193
Canada,North America,CAN,1994,182.18033
Canada,North America,CAN,1995,176.92757
Canada,North America,CAN,1996,175.75484
Canada,North America,CAN,1997,170.4942
Canada,North America,CAN,1998,165.2036
Canada,North America,CAN,1999,159.67186
Canada,North America,CAN,2000,149.12917
Canada,North America,CAN,2001,141.99028
Canada,North America,CAN,2002,136.96167
Canada,North America,CAN,2003,132.5842
Canada,North America,CAN,2004,125.865074
Canada,North America,CAN,2005,120.25072
Canada,North America,CAN,2006,111.96003
Canada,North America,CAN,2007,109.37128
Canada,North America,CAN,2008,105.82216
Canada,North America,CAN,2009,100.6836
Canada,North America,CAN,2010,96.02603
Canada,North America,CAN,2011,90.69756
Canada,North America,CAN,2012,88.81053
Canada,North America,CAN,2013,88.26132
Canada,North America,CAN,2014,87.230034
Canada,North America,CAN,2019,78.63324
Canada,North America,CAN,2018,80.32217
Canada,North America,CAN,2017,83.07278
Canada,North America,CAN,2016,83.32171
Canada,North America,CAN,2015,85.90887
Cape Verde,Africa,CPV,1980,298.8886
Cape Verde,Africa,CPV,2011,210.88269
Chile,South America,CHL,1955,316.82047
Chile,South America,CHL,1956,303.8765
Chile,South America,CHL,1957,294.89206
Chile,South America,CHL,1958,295.8344
Chile,South America,CHL,1959,312.4267
Chile,South America,CHL,1960,301.62112
Chile,South America,CHL,1961,310.5809
Chile,South America,CHL,1962,304.65887
Chile,South America,CHL,1963,334.7239
Chile,South America,CHL,1964,325.7279
Chile,South America,CHL,1965,350.41638
Chile,South America,CHL,1966,319.62445
Chile,South America,CHL,1967,338.2913
Chile,South America,CHL,1968,335.77005
Chile,South America,CHL,1969,350.14413
Chile,South America,CHL,1970,331.26987
Chile,South America,CHL,1971,331.17334
Chile,South America,CHL,1972,326.8741
Chile,South America,CHL,1973,302.87366
Chile,South America,CHL,1974,253.85179
Chile,South America,CHL,1975,255.65587
Chile,South America,CHL,1976,259.12805
Chile,South America,CHL,1977,253.99411
Chile,South America,CHL,1978,264.39316
Chile,South America,CHL,1979,262.12897
Chile,South America,CHL,1980,272.36914
Chile,South America,CHL,1981,258.06143
Chile,South America,CHL,1982,256.00406
Chile,South America,CHL,1983,270.62442
Chile,South America,CHL,1984,266.91278
Chile,South America,CHL,1985,257.77078
Chile,South America,CHL,1986,241.16264
Chile,South America,CHL,1987,228.76134
Chile,South America,CHL,1988,223.88112
Chile,South America,CHL,1989,216.95741
Chile,South America,CHL,1990,224.5156
Chile,South America,CHL,1991,215.26845
Chile,South America,CHL,1992,210.58455
Chile,South America,CHL,1993,205.92078
Chile,South America,CHL,1994,191.95723
Chile,South America,CHL,1995,186.21107
Chile,South America,CHL,1996,181.13437
Chile,South America,CHL,1997,167.83293
Chile,South America,CHL,1998,171.9859
Chile,South America,CHL,1999,171.1262
Chile,South America,CHL,2000,159.4578
Chile,South America,CHL,2001,157.20663
Chile,South America,CHL,2002,149.16745
Chile,South America,CHL,2003,152.02802
Chile,South America,CHL,2004,149.33183
Chile,South America,CHL,2005,143.94734
Chile,South America,CHL,2006,136.31746
Chile,South America,CHL,2007,136.18826
Chile,South America,CHL,2008,124.654755
Chile,South America,CHL,2009,124.32382
Chile,South America,CHL,2010,130.3549
Chile,South America,CHL,2011,118.59695
Chile,South America,CHL,2012,119.849106
Chile,South America,CHL,2013,117.7857
Chile,South America,CHL,2014,114.603355
Chile,South America,CHL,2020,94.64348
Chile,South America,CHL,2019,94.80325
Chile,South America,CHL,2018,98.176285
Chile,South America,CHL,2017,102.70462
Chile,South America,CHL,2016,105.69701
Chile,South America,CHL,2015,111.060036
Colombia,South America,COL,1953,198.23283
Colombia,South America,COL,1954,236.59387
Colombia,South America,COL,1955,239.46509
Colombia,South America,COL,1956,235.51399
Colombia,South America,COL,1957,228.15843
Colombia,South America,COL,1958,207.84055
Colombia,South America,COL,1959,219.34396
Colombia,South America,COL,1960,232.25731
Colombia,South America,COL,1961,238.33893
Colombia,South America,COL,1962,252.75916
Colombia,South America,COL,1963,253.91559
Colombia,South America,COL,1964,251.80107
Colombia,South America,COL,1965,266.29108
Colombia,South America,COL,1966,274.73276
Colombia,South America,COL,1967,288.174
Colombia,South America,COL,1968,344.3329
Colombia,South America,COL,1969,295.02982
Colombia,South America,COL,1972,327.17126
Colombia,South America,COL,1974,362.43518
Colombia,South America,COL,1975,361.00488
Colombia,South America,COL,1976,348.91232
Colombia,South America,COL,1977,321.25223
Colombia,South America,COL,1984,345.75885
Colombia,South America,COL,1985,375.66174
Colombia,South America,COL,1986,337.71478
Colombia,South America,COL,1987,278.2093
Colombia,South America,COL,1988,280.32352
Colombia,South America,COL,1989,275.70883
Colombia,South America,COL,1990,267.23648
Colombia,South America,COL,1991,263.38885
Colombia,South America,COL,1992,250.37442
Colombia,South America,COL,1993,247.43216
Colombia,South America,COL,1994,245.45259
Colombia,South America,COL,1995,230.3754
Colombia,South America,COL,1996,232.67082
Colombia,South America,COL,1997,207.37086
Colombia,South America,COL,1998,192.67407
Colombia,South America,COL,1999,202.41559
Colombia,South America,COL,2000,201.25258
Colombia,South America,COL,2001,191.09113
Colombia,South America,COL,2002,185.45618
Colombia,South America,COL,2003,184.61188
Colombia,South America,COL,2004,180.45999
Colombia,South America,COL,2005,179.07567
Colombia,South America,COL,2006,177.22792
Colombia,South America,COL,2007,168.7902
Colombia,South America,COL,2008,165.55554
Colombia,South America,COL,2009,155.23746
Colombia,South America,COL,2010,154.93643
Colombia,South America,COL,2011,146.75282
Colombia,South America,COL,2012,145.92729
Colombia,South America,COL,2013,143.56909
Colombia,South America,COL,2014,145.66122
Colombia,South America,COL,2020,144.24635
Colombia,South America,COL,2019,134.32149
Colombia,South America,COL,2018,139.86932
Colombia,South America,COL,2017,139.78357
Colombia,South America,COL,2016,142.53273
Colombia,South America,COL,2015,147.54681
Costa Rica,North America,CRI,1961,213.51477
Costa Rica,North America,CRI,1962,213.87097
Costa Rica,North America,CRI,1963,224.22115
Costa Rica,North America,CRI,1964,235.97278
Costa Rica,North America,CRI,1965,241.54283
Costa Rica,North America,CRI,1966,253.02298
Costa Rica,North America,CRI,1967,251.68117
Costa Rica,North America,CRI,1968,266.1092
Costa Rica,North America,CRI,1969,254.97626
Costa Rica,North America,CRI,1970,302.35767
Costa Rica,North America,CRI,1971,274.98065
Costa Rica,North America,CRI,1972,279.4574
Costa Rica,North America,CRI,1973,236.36191
Costa Rica,North America,CRI,1974,233.48456
Costa Rica,North America,CRI,1975,228.65973
Costa Rica,North America,CRI,1976,224.36496
Costa Rica,North America,CRI,1977,208.60408
Costa Rica,North America,CRI,1978,213.9582
Costa Rica,North America,CRI,1979,224.00447
Costa Rica,North America,CRI,1980,229.84787
Costa Rica,North America,CRI,1981,221.87614
Costa Rica,North America,CRI,1982,249.83897
Costa Rica,North America,CRI,1983,188.29242
Costa Rica,North America,CRI,1984,255.44699
Costa Rica,North America,CRI,1985,261.38452
Costa Rica,North America,CRI,1986,250.92444
Costa Rica,North America,CRI,1987,239.74498
Costa Rica,North America,CRI,1988,258.84613
Costa Rica,North America,CRI,1989,243.21155
Costa Rica,North America,CRI,1990,208.702
Costa Rica,North America,CRI,1991,223.16454
Costa Rica,North America,CRI,1992,236.68306
Costa Rica,North America,CRI,1993,234.9676
Costa Rica,North America,CRI,1994,237.06326
Costa Rica,North America,CRI,1995,228.46338
Costa Rica,North America,CRI,1996,184.41856
Costa Rica,North America,CRI,1997,166.58516
Costa Rica,North America,CRI,1998,164.33434
Costa Rica,North America,CRI,1999,171.11966
Costa Rica,North America,CRI,2000,169.33978
Costa Rica,North America,CRI,2001,166.18573
Costa Rica,North America,CRI,2002,146.80995
Costa Rica,North America,CRI,2003,139.95476
Costa Rica,North America,CRI,2004,142.41058
Costa Rica,North America,CRI,2005,130.2183
Costa Rica,North America,CRI,2006,130.8118
Costa Rica,North America,CRI,2007,122.67919
Costa Rica,North America,CRI,2008,116.28164
Costa Rica,North America,CRI,2009,114.91408
Costa Rica,North America,CRI,2010,128.15616
Costa Rica,North America,CRI,2011,118.67789
Costa Rica,North America,CRI,2012,119.38208
Costa Rica,North America,CRI,2013,110.57931
Costa Rica,North America,CRI,2014,113.701164
Costa Rica,North America,CRI,2020,85.3978
Costa Rica,North America,CRI,2019,109.81276
Costa Rica,North America,CRI,2018,102.09066
Costa Rica,North America,CRI,2017,98.8513
Costa Rica,North America,CRI,2016,101.24894
Costa Rica,North America,CRI,2015,104.175285
Croatia,Europe,HRV,1985,437.3837
Croatia,Europe,HRV,1986,436.93677
Croatia,Europe,HRV,1987,439.62146
Croatia,Europe,HRV,1988,426.61044
Croatia,Europe,HRV,1989,424.15228
Croatia,Europe,HRV,1990,411.92282
Croatia,Europe,HRV,1991,393.18533
Croatia,Europe,HRV,1992,371.96674
Croatia,Europe,HRV,1993,384.1862
Croatia,Europe,HRV,1994,374.53223
Croatia,Europe,HRV,1995,363.42307
Croatia,Europe,HRV,1996,403.22278
Croatia,Europe,HRV,1997,407.84613
Croatia,Europe,HRV,1998,430.23212
Croatia,Europe,HRV,1999,424.1087
Croatia,Europe,HRV,2000,418.54465
Croatia,Europe,HRV,2001,360.32635
Croatia,Europe,HRV,2002,355.3682
Croatia,Europe,HRV,2003,367.73395
Croatia,Europe,HRV,2004,311.26816
Croatia,Europe,HRV,2005,323.78583
Croatia,Europe,HRV,2006,308.35083
Croatia,Europe,HRV,2007,308.09537
Croatia,Europe,HRV,2008,296.92084
Croatia,Europe,HRV,2009,285.24414
Croatia,Europe,HRV,2010,273.45764
Croatia,Europe,HRV,2011,258.43024
Croatia,Europe,HRV,2012,252.61618
Croatia,Europe,HRV,2013,238.25114
Croatia,Europe,HRV,2014,231.17282
Croatia,Europe,HRV,2020,193.4958
Croatia,Europe,HRV,2019,191.35922
Croatia,Europe,HRV,2017,213.03223
Croatia,Europe,HRV,2016,214.64229
Croatia,Europe,HRV,2015,242.89713
Cuba,North America,CUB,1964,403.3683
Cuba,North America,CUB,1968,431.89716
Cuba,North America,CUB,1969,418.61948
Cuba,North America,CUB,1970,317.82535
Cuba,North America,CUB,1971,303.51675
Cuba,North America,CUB,1972,297.54596
Cuba,North America,CUB,1973,318.8499
Cuba,North America,CUB,1974,335.64023
Cuba,North America,CUB,1975,331.614
Cuba,North America,CUB,1976,349.42407
Cuba,North America,CUB,1977,362.52094
Cuba,North America,CUB,1978,359.19736
Cuba,North America,CUB,1979,304.66916
Cuba,North America,CUB,1980,308.9989
Cuba,North America,CUB,1981,326.4649
Cuba,North America,CUB,1982,304.44626
Cuba,North America,CUB,1983,321.46255
Cuba,North America,CUB,1984,286.60342
Cuba,North America,CUB,1985,307.6875
Cuba,North America,CUB,1986,300.36832
Cuba,North America,CUB,1987,287.67743
Cuba,North America,CUB,1988,322.3221
Cuba,North America,CUB,1989,273.41165
Cuba,North America,CUB,1990,281.8086
Cuba,North America,CUB,1991,270.74377
Cuba,North America,CUB,1992,276.5068
Cuba,North America,CUB,1993,278.05496
Cuba,North America,CUB,1994,274.41397
Cuba,North America,CUB,1995,272.43317
Cuba,North America,CUB,1996,273.5071
Cuba,North America,CUB,1997,242.34013
Cuba,North America,CUB,1998,239.97388
Cuba,North America,CUB,1999,240.26907
Cuba,North America,CUB,2000,225.66106
Cuba,North America,CUB,2001,226.81714
Cuba,North America,CUB,2002,203.88655
Cuba,North America,CUB,2003,208.50139
Cuba,North America,CUB,2004,208.58325
Cuba,North America,CUB,2005,217.06586
Cuba,North America,CUB,2006,199.5867
Cuba,North America,CUB,2007,193.90698
Cuba,North America,CUB,2008,201.2191
Cuba,North America,CUB,2009,194.61469
Cuba,North America,CUB,2010,202.49342
Cuba,North America,CUB,2011,180.24068
Cuba,North America,CUB,2012,179.08131
Cuba,North America,CUB,2013,177.95169
Cuba,North America,CUB,2014,181.84674
Cuba,North America,CUB,2020,192.6597
Cuba,North America,CUB,2019,181.30461
Cuba,North America,CUB,2018,179.1055
Cuba,North America,CUB,2017,188.82724
Cuba,North America,CUB,2015,181.1167
Cuba,North America,CUB,2016,175.76997
Cyprus,Europe,CYP,1999,150.66426
Cyprus,Europe,CYP,2000,177.823
Cyprus,Europe,CYP,2004,171.24675
Cyprus,Europe,CYP,2005,174.50798
Cyprus,Europe,CYP,2006,161.97072
Cyprus,Europe,CYP,2007,159.99689
Cyprus,Europe,CYP,2008,150.01004
Cyprus,Europe,CYP,2009,137.87968
Cyprus,Europe,CYP,2010,133.20065
Cyprus,Europe,CYP,2011,141.3397
Cyprus,Europe,CYP,2012,135.17795
Cyprus,Europe,CYP,2013,118.385185
Cyprus,Europe,CYP,2014,122.02325
Cyprus,Europe,CYP,2020,96.89648
Cyprus,Europe,CYP,2019,93.192215
Cyprus,Europe,CYP,2018,97.42582
Cyprus,Europe,CYP,2017,112.09315
Cyprus,Europe,CYP,2016,107.337814
Cyprus,Europe,CYP,2015,126.29488
Czechia,Europe,CZE,1986,503.13138
Czechia,Europe,CZE,1987,489.44162
Czechia,Europe,CZE,1988,472.59738
Czechia,Europe,CZE,1989,480.31158
Czechia,Europe,CZE,1990,481.28708
Czechia,Europe,CZE,1991,458.99915
Czechia,Europe,CZE,1992,440.13925
Czechia,Europe,CZE,1993,428.97513
Czechia,Europe,CZE,1994,417.57867
Czechia,Europe,CZE,1995,416.60468
Czechia,Europe,CZE,1996,394.632
Czechia,Europe,CZE,1997,391.16827
Czechia,Europe,CZE,1998,368.76755
Czechia,Europe,CZE,1999,361.48184
Czechia,Europe,CZE,2000,342.27258
Czechia,Europe,CZE,2001,336.5012
Czechia,Europe,CZE,2002,335.61566
Czechia,Europe,CZE,2003,338.78726
Czechia,Europe,CZE,2004,316.61298
Czechia,Europe,CZE,2005,307.7241
Czechia,Europe,CZE,2006,284.18994
Czechia,Europe,CZE,2007,272.68494
Czechia,Europe,CZE,2008,261.88007
Czechia,Europe,CZE,2009,262.1858
Czechia,Europe,CZE,2010,253.08017
Czechia,Europe,CZE,2011,243.75755
Czechia,Europe,CZE,2012,238.45242
Czechia,Europe,CZE,2013,227.14525
Czechia,Europe,CZE,2014,208.39964
Czechia,Europe,CZE,2021,182.69455
Czechia,Europe,CZE,2020,190.07057
Czechia,Europe,CZE,2019,182.1192
Czechia,Europe,CZE,2018,191.01944
Czechia,Europe,CZE,2017,197.51462
Czechia,Europe,CZE,2016,195.02919
Czechia,Europe,CZE,2015,213.09843
Denmark,Europe,DNK,1951,367.75583
Denmark,Europe,DNK,1952,411.8266
Denmark,Europe,DNK,1953,405.9786
Denmark,Europe,DNK,1954,405.8624
Denmark,Europe,DNK,1955,390.22806
Denmark,Europe,DNK,1956,389.35587
Denmark,Europe,DNK,1957,407.29077
Denmark,Europe,DNK,1958,403.6757
Denmark,Europe,DNK,1959,375.82748
Denmark,Europe,DNK,1960,394.04718
Denmark,Europe,DNK,1961,377.95306
Denmark,Europe,DNK,1962,386.80542
Denmark,Europe,DNK,1963,387.6631
Denmark,Europe,DNK,1964,393.12842
Denmark,Europe,DNK,1965,399.68747
Denmark,Europe,DNK,1966,419.93222
Denmark,Europe,DNK,1967,390.03137
Denmark,Europe,DNK,1968,367.95468
Denmark,Europe,DNK,1969,357.772
Denmark,Europe,DNK,1970,354.24753
Denmark,Europe,DNK,1971,349.89322
Denmark,Europe,DNK,1972,351.99146
Denmark,Europe,DNK,1973,351.23087
Denmark,Europe,DNK,1974,343.57635
Denmark,Europe,DNK,1975,335.81543
Denmark,Europe,DNK,1976,343.05872
Denmark,Europe,DNK,1977,308.73703
Denmark,Europe,DNK,1978,317.6391
Denmark,Europe,DNK,1979,318.76138
Denmark,Europe,DNK,1980,312.8781
Denmark,Europe,DNK,1981,311.41522
Denmark,Europe,DNK,1982,296.30426
Denmark,Europe,DNK,1983,294.18475
Denmark,Europe,DNK,1984,288.09097
Denmark,Europe,DNK,1985,287.842
Denmark,Europe,DNK,1986,282.08435
Denmark,Europe,DNK,1987,277.51666
Denmark,Europe,DNK,1988,270.5908
Denmark,Europe,DNK,1989,264.34073
Denmark,Europe,DNK,1990,269.24792
Denmark,Europe,DNK,1991,256.73367
Denmark,Europe,DNK,1992,251.89778
Denmark,Europe,DNK,1993,253.38326
Denmark,Europe,DNK,1994,232.2613
Denmark,Europe,DNK,1995,233.9663
Denmark,Europe,DNK,1996,211.86513
Denmark,Europe,DNK,1997,203.15996
Denmark,Europe,DNK,1998,194.377
Denmark,Europe,DNK,1999,197.89551
Denmark,Europe,DNK,2000,183.12325
Denmark,Europe,DNK,2001,184.06049
Denmark,Europe,DNK,2002,178.67288
Denmark,Europe,DNK,2003,172.57683
Denmark,Europe,DNK,2004,160.3947
Denmark,Europe,DNK,2005,149.4766
Denmark,Europe,DNK,2006,142.48097
Denmark,Europe,DNK,2007,132.15442
Denmark,Europe,DNK,2008,122.059845
Denmark,Europe,DNK,2009,117.38041
Denmark,Europe,DNK,2010,113.5158
Denmark,Europe,DNK,2011,102.056435
Denmark,Europe,DNK,2012,99.66162
Denmark,Europe,DNK,2013,95.17665
Denmark,Europe,DNK,2014,89.047035
Denmark,Europe,DNK,2020,74.201675
Denmark,Europe,DNK,2019,77.142006
Denmark,Europe,DNK,2018,82.2612
Denmark,Europe,DNK,2017,86.14533
Denmark,Europe,DNK,2016,90.24752
Denmark,Europe,DNK,2015,90.36159
Dominican Republic,North America,DOM,1965,88.739
Dominican Republic,North America,DOM,1966,102.483055
Dominican Republic,North America,DOM,1967,125.1696
Dominican Republic,North America,DOM,1968,127.79275
Dominican Republic,North America,DOM,1969,111.33061
Dominican Republic,North America,DOM,1970,100.771965
Dominican Republic,North America,DOM,1971,113.92188
Dominican Republic,North America,DOM,1972,111.112015
Dominican Republic,North America,DOM,1973,115.90973
Dominican Republic,North America,DOM,1974,130.15167
Dominican Republic,North America,DOM,1975,142.595
Dominican Republic,North America,DOM,1976,146.78212
Dominican Republic,North America,DOM,1977,144.14185
Dominican Republic,North America,DOM,1978,138.41664
Dominican Republic,North America,DOM,1979,170.10846
Dominican Republic,North America,DOM,1980,169.89824
Dominican Republic,North America,DOM,1981,195.33658
Dominican Republic,North America,DOM,1982,190.14621
Dominican Republic,North America,DOM,1983,224.96277
Dominican Republic,North America,DOM,1984,251.77487
Dominican Republic,North America,DOM,1985,252.02197
Dominican Republic,North America,DOM,1986,191.74059
Dominican Republic,North America,DOM,1987,196.61783
Dominican Republic,North America,DOM,1988,195.91644
Dominican Republic,North America,DOM,1989,193.0654
Dominican Republic,North America,DOM,1990,178.9669
Dominican Republic,North America,DOM,1991,170.41066
Dominican Republic,North America,DOM,1992,155.42862
Dominican Republic,North America,DOM,1994,154.91162
Dominican Republic,North America,DOM,1995,159.3332
Dominican Republic,North America,DOM,1996,164.085
Dominican Republic,North America,DOM,1997,170.26373
Dominican Republic,North America,DOM,1998,180.58783
Dominican Republic,North America,DOM,1999,172.35373
Dominican Republic,North America,DOM,2000,135.3624
Dominican Republic,North America,DOM,2001,138.19969
Dominican Republic,North America,DOM,2002,136.22649
Dominican Republic,North America,DOM,2003,150.62376
Dominican Republic,North America,DOM,2004,159.26753
Dominican Republic,North America,DOM,2005,155.57599
Dominican Republic,North America,DOM,2006,126.109726
Dominican Republic,North America,DOM,2007,126.63742
Dominican Republic,North America,DOM,2008,128.44446
Dominican Republic,North America,DOM,2009,127.323814
Dominican Republic,North America,DOM,2010,142.70337
Dominican Republic,North America,DOM,2011,145.12502
Dominican Republic,North America,DOM,2012,152.04195
Dominican Republic,North America,DOM,2013,144.03993
Dominican Republic,North America,DOM,2014,134.81049
Dominican Republic,North America,DOM,2018,128.6926
Dominican Republic,North America,DOM,2017,121.8079
Dominican Republic,North America,DOM,2016,126.50275
Dominican Republic,North America,DOM,2015,125.724655
Ecuador,South America,ECU,1966,105.42775
Ecuador,South America,ECU,1967,110.327255
Ecuador,South America,ECU,1968,127.25602
Ecuador,South America,ECU,1969,147.31992
Ecuador,South America,ECU,1970,140.58081
Ecuador,South America,ECU,1971,160.1118
Ecuador,South America,ECU,1972,165.77026
Ecuador,South America,ECU,1973,175.03415
Ecuador,South America,ECU,1974,183.94551
Ecuador,South America,ECU,1975,189.59067
Ecuador,South America,ECU,1977,198.4692
Ecuador,South America,ECU,1978,199.81494
Ecuador,South America,ECU,1980,199.33098
Ecuador,South America,ECU,1981,168.3506
Ecuador,South America,ECU,1982,199.58377
Ecuador,South America,ECU,1979,197.68915
Ecuador,South America,ECU,1983,177.07674
Ecuador,South America,ECU,1984,204.51555
Ecuador,South America,ECU,1985,210.46315
Ecuador,South America,ECU,1986,202.2537
Ecuador,South America,ECU,1987,182.49266
Ecuador,South America,ECU,1988,188.74991
Ecuador,South America,ECU,1989,172.24478
Ecuador,South America,ECU,1990,164.17834
Ecuador,South America,ECU,1991,182.41707
Ecuador,South America,ECU,1992,168.22762
Ecuador,South America,ECU,1993,164.50328
Ecuador,South America,ECU,1994,175.61005
Ecuador,South America,ECU,1995,138.18456
Ecuador,South America,ECU,1996,144.6423
Ecuador,South America,ECU,1997,143.85085
Ecuador,South America,ECU,1998,155.12625
Ecuador,South America,ECU,1999,157.7338
Ecuador,South America,ECU,2000,151.84665
Ecuador,South America,ECU,2001,144.5497
Ecuador,South America,ECU,2002,144.33179
Ecuador,South America,ECU,2003,135.48927
Ecuador,South America,ECU,2004,126.07738
Ecuador,South America,ECU,2005,128.51773
Ecuador,South America,ECU,2006,127.83986
Ecuador,South America,ECU,2007,123.99479
Ecuador,South America,ECU,2008,124.04325
Ecuador,South America,ECU,2009,112.37742
Ecuador,South America,ECU,2010,112.988464
Ecuador,South America,ECU,2011,109.16169
Ecuador,South America,ECU,2012,110.94924
Ecuador,South America,ECU,2013,107.53527
Ecuador,South America,ECU,2014,103.9668
Ecuador,South America,ECU,2021,138.85449
Ecuador,South America,ECU,2020,167.46765
Ecuador,South America,ECU,2019,112.82131
Ecuador,South America,ECU,2018,113.49277
Ecuador,South America,ECU,2017,112.29959
Ecuador,South America,ECU,2016,110.30145
Ecuador,South America,ECU,2015,104.44651
Egypt,Africa,EGY,1965,259.16006
Egypt,Africa,EGY,1966,310.31778
Egypt,Africa,EGY,1967,301.06958
Egypt,Africa,EGY,1970,285.6741
Egypt,Africa,EGY,1971,255.51984
Egypt,Africa,EGY,1972,264.52744
Egypt,Africa,EGY,1973,263.5961
Egypt,Africa,EGY,1974,265.74808
Egypt,Africa,EGY,1975,316.07977
Egypt,Africa,EGY,1976,315.68384
Egypt,Africa,EGY,1977,294.19012
Egypt,Africa,EGY,1978,308.8988
Egypt,Africa,EGY,1979,291.7229
Egypt,Africa,EGY,1980,294.53632
Egypt,Africa,EGY,1987,463.11847
Egypt,Africa,EGY,1991,508.06305
Egypt,Africa,EGY,1992,488.0054
Egypt,Africa,EGY,2000,343.8625
Egypt,Africa,EGY,2001,370.43494
Egypt,Africa,EGY,2002,388.4109
Egypt,Africa,EGY,2003,398.87482
Egypt,Africa,EGY,2009,420.17242
Egypt,Africa,EGY,2010,422.1846
Egypt,Africa,EGY,2011,402.42648
Egypt,Africa,EGY,2012,431.08328
Egypt,Africa,EGY,2013,375.15604
Egypt,Africa,EGY,2014,525.55804
Egypt,Africa,EGY,2004,410.57364
Egypt,Africa,EGY,2005,415.0234
Egypt,Africa,EGY,2006,415.83582
Egypt,Africa,EGY,2007,408.6981
Egypt,Africa,EGY,2008,413.64447
Egypt,Africa,EGY,2019,459.27567
Egypt,Africa,EGY,2018,445.49695
Egypt,Africa,EGY,2017,422.62415
Egypt,Africa,EGY,2016,421.99384
Egypt,Africa,EGY,2015,456.01837
El Salvador,North America,SLV,1990,175.06308
El Salvador,North America,SLV,1991,162.97383
El Salvador,North America,SLV,1992,189.94562
