Entity,Code,Year,"Deaths from cardiovascular diseases per 100,000 people in, both sexes aged less than 1 year","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 1-4 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 5-9 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 10-14 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 15-19 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 20-24 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 25-29 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 30-34 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 35-39 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 40-44 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 45-49 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 50-54 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 55-59 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 60-64 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 65-69 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 70-74 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 75-79 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged 80-84 years","Deaths from cardiovascular diseases per 100,000 people in, both sexes aged over 85 years"
Colombia,COL,1988,37.18168,4.8126082,2.4893568,2.7205129,8.677667,9.708458,13.769974,21.647505,37.77291,65.58768,122.52994,212.05492,365.19534,607.08,1031.1989,1656.3223,2735.5286,4609.1245,9388.843
Colombia,COL,1989,37.586517,3.533283,2.1690426,2.4743967,6.230381,9.722663,14.936682,22.45565,38.283066,63.69728,128.35716,207.57158,350.8828,610.31146,1002.6377,1675.2261,2721.492,4458.055,9085.481
Colombia,COL,1990,27.36999,3.0834124,1.7277696,2.8592746,6.393101,8.480127,12.185874,18.729313,34.999638,62.80221,107.19692,199.17093,337.69147,615.74756,954.5393,1671.2668,2576.56,4217.5205,9187.022
Colombia,COL,1991,28.665648,3.3571653,2.058097,3.2120876,6.3475513,9.114925,13.104531,21.97011,37.928696,60.633087,108.89978,200.04343,329.6264,604.1697,896.2422,1672.2443,2523.5947,4327.466,8834.67
Colombia,COL,1992,14.521376,3.1337862,2.1189647,1.7648946,4.799904,7.267226,10.551322,17.5825,31.716671,55.128784,99.78095,206.282,337.9418,629.11005,865.34656,1561.2142,2436.5872,4435.5073,7508.696
Colombia,COL,1993,10.422698,2.0406973,1.2623762,2.1032455,4.8878417,7.45539,9.692132,17.608429,31.51086,52.432842,96.62423,196.61855,329.85706,623.7143,903.243,1523.4996,2430.989,4393.0796,7342.679
Colombia,COL,1994,12.131716,2.0943017,1.654139,2.1972203,4.8874197,7.5122075,9.875014,15.593386,30.809599,50.888615,93.28636,196.82597,322.80502,602.00946,899.00574,1511.3848,2446.278,4401.987,7284.0117
Colombia,COL,1995,15.5962305,2.1610267,1.10746,1.9617776,4.4654417,6.751025,10.13974,15.939351,31.086115,50.98286,96.430176,177.76526,292.5388,496.80356,860.87256,1396.185,2385.8196,3757.6328,7520.5396
Colombia,COL,1996,16.199366,2.714927,1.1927885,1.9734952,4.911534,6.823048,10.033641,16.38389,30.533596,50.65137,94.18497,163.20224,293.82834,506.911,896.77155,1376.3695,2496.3796,3763.4438,7577.7554
Colombia,COL,1997,11.285799,2.426065,1.6252851,2.1582623,4.3477182,6.5844727,8.47431,13.920502,26.362015,48.797836,89.826385,155.12692,267.85724,449.40186,789.3311,1269.4407,2158.5315,3452.2964,6477.4595
Colombia,COL,1998,14.911934,3.3627725,1.2761841,2.0688448,4.9470997,5.9272933,8.074654,11.84463,22.720724,47.101524,83.296936,143.02934,246.80472,423.02872,733.8925,1198.6635,2018.0441,3213.363,5884.151
Colombia,COL,1999,12.459023,2.3438845,1.3723589,2.1737607,4.610275,5.834281,8.245708,13.511701,22.355433,46.167313,81.000786,143.52937,250.73604,442.16382,743.43115,1237.151,2076.763,3445.733,6662.5757
Colombia,COL,2000,17.090319,3.1544774,1.3815151,2.0782936,5.048644,5.3720565,9.150572,13.554045,22.313675,47.88798,78.74882,138.18086,235.4902,428.38263,709.37634,1263.0575,2044.9434,3478.1455,6784.501
Colombia,COL,2001,15.001932,2.4544342,1.5541688,1.8614401,4.7009277,6.1573687,6.7829113,11.092962,20.637196,41.42696,74.80491,134.0461,213.311,410.55264,668.83044,1217.3612,1926.1575,3442.4458,6353.809
Colombia,COL,2002,12.308163,2.3596613,1.3519804,2.0477328,3.6640766,5.6185017,7.5624347,11.290251,19.626741,40.10109,71.85847,123.841644,201.74364,398.13126,652.14154,1163.3785,1879.079,3338.438,6305.133
Colombia,COL,2003,13.641966,2.4567258,1.4961529,2.1121001,4.0378804,5.6092825,6.9038444,11.243245,19.881664,35.16082,71.98999,119.39279,209.52046,378.38464,631.1993,1153.0444,1857.2775,3352.9236,6478.8228
Colombia,COL,2004,12.544809,2.6156983,1.0295807,1.6284975,3.5084062,5.341633,6.9959345,10.034323,16.493004,34.35227,73.05313,115.308304,196.21227,371.35883,624.775,1116.6589,1834.4904,3280.6375,6384.077
Colombia,COL,2005,12.169877,2.2854986,1.6158345,1.7987614,3.639093,5.4958663,7.4686227,10.598208,19.643536,34.81587,68.94327,116.37561,193.926,345.30566,618.68665,1103.2124,1853.0897,3104.3027,6586.0186
Colombia,COL,2006,13.293056,2.4453938,1.4422268,1.8184773,4.464262,4.851127,7.1236315,10.231683,18.34258,32.693474,66.42951,117.28896,198.73595,336.79572,625.9126,1049.0355,1903.7693,3007.6611,6537.9937
Colombia,COL,2007,12.220026,2.1765037,1.1233844,1.7084157,3.6377175,4.3741736,7.129801,10.985864,15.972866,32.11212,63.18807,109.02004,183.27144,312.98996,600.06885,994.42584,1794.5854,2915.0286,6314.7773
Colombia,COL,2008,9.550598,1.6351172,0.846656,1.5801902,3.8166928,3.930354,5.65206,8.503068,16.104647,29.380835,57.650322,106.277054,175.87622,310.09863,568.30286,982.7668,1741.3564,2958.5273,6302.0693
Colombia,COL,2009,22.339169,2.6482365,1.1353036,1.591099,3.4238906,4.8969073,6.313272,9.616885,14.811237,28.738644,52.18679,101.32749,164.28865,293.19806,522.82666,916.8571,1615.3159,2745.734,5936.659
Colombia,COL,2010,15.381631,2.6667824,0.97869337,1.7176156,2.527638,4.0974183,5.6906962,8.429808,14.985778,29.032784,51.11842,100.7367,163.12561,291.44156,501.47827,904.9232,1557.5874,2837.9165,6130.6562
Colombia,COL,2011,11.454082,1.8824189,0.9671397,1.7508118,2.729187,4.116966,6.157587,9.02834,14.869483,25.769611,49.85453,94.30144,156.29626,271.96582,469.15768,851.1868,1458.661,2736.807,5826.4453
Colombia,COL,2012,12.809909,2.3876035,0.9353199,1.8551677,2.7395697,4.179706,6.082096,8.821295,14.340682,26.130312,47.05129,87.87153,162.86588,263.92545,445.79355,874.1741,1490.924,2700.1816,5775.502
Colombia,COL,2013,14.317988,1.9018077,1.0061657,1.5590684,3.0832293,4.073485,5.777021,8.190572,14.093045,25.733686,45.43693,85.53887,160.38133,257.7214,438.8227,860.401,1453.6958,2620.0222,5796.058
Colombia,COL,2014,10.312748,2.286759,0.9772959,1.6171224,2.7058828,3.835479,5.257915,9.026477,14.715889,25.41773,44.188915,85.85314,155.65068,252.55894,439.07925,827.02606,1501.864,2703.893,6088.464
Colombia,COL,2020,6.796665,1.1822994,0.97206503,1.41991,2.6610827,4.048431,6.5527897,8.947924,15.9051895,27.94448,45.64781,83.99614,141.30066,266.4333,426.78864,753.51373,1361.3995,2634.683,6606.217
Colombia,COL,2019,10.3942995,1.4813992,0.8067652,1.8027506,2.5156436,3.9817996,5.643412,8.724423,14.093405,24.37435,44.766777,78.23106,134.47743,253.3467,406.69376,709.77783,1296.4006,2456.2195,5935.666
Colombia,COL,2018,9.575165,1.8197111,0.83198965,1.2484943,2.8079014,3.8362498,5.325157,8.74456,15.501383,24.351248,48.261738,81.03597,148.97911,259.7113,415.32434,747.24835,1416.989,2524.4436,6048.126
Colombia,COL,2017,8.825858,2.1310298,0.90938634,1.2292826,2.8828862,3.9736552,5.8552184,8.469479,15.09678,24.030197,44.399002,79.81246,144.998,249.37407,417.9823,754.2525,1450.527,2534.0732,6039.973
Colombia,COL,2016,9.160829,1.8702979,1.1146181,1.407071,2.4739165,3.824714,6.135282,9.237786,14.275044,24.906591,45.596973,82.72115,156.05096,258.56018,436.62262,777.24536,1459.3483,2534.693,6107.0884
Colombia,COL,2015,10.1727085,1.9837259,0.62857324,1.4396765,2.8318827,3.7064338,5.438578,8.962658,15.145421,26.995333,44.995144,87.30605,152.6767,252.24956,445.88297,799.78357,1515.3733,2674.1174,6451.859
Costa Rica,CRI,1961,44.067795,6.079027,5.755396,7.9462104,10.383387,13.131313,16.928658,29.931973,31.298904,73.21773,94.80813,184.9866,289.75266,504.54544,937.5,1333.3334,2277.7778,3023.2559,5032.2583
Costa Rica,CRI,1962,45.1505,6.322957,4.636069,6.497342,10.802469,32.19512,17.523365,27.59527,42.232277,89.21933,135.66739,201.55038,215.01706,635.9649,787.8788,1428.5714,2067.5676,3340.9092,4242.4243
Costa Rica,CRI,1963,52.71829,2.8024287,5.371531,6.274957,11.922503,19.792648,28.184893,35.578144,43.79562,61.151077,73.99577,154.61346,263.1579,656.77966,719.2982,1603.4482,2236.842,3760.8696,5303.0303
Costa Rica,CRI,1964,46.232876,7.08278,4.3252597,4.9614115,8.645534,15.496809,13.08615,26.993866,28.208744,76.388885,112.244896,166.26506,283.43948,676.2295,858.7571,1691.6666,2253.1646,3936.1702,5600
Costa Rica,CRI,1965,56.410255,8.057676,1.671542,5.32198,9.046625,7.9225354,21.052631,15.421115,46.258503,58.72483,108.48126,186.4802,282.2086,579.36505,830.6011,1750,2597.561,3775.5103,6361.1113
Costa Rica,CRI,1966,39.049236,8.364701,5.638341,6.5989847,8.586526,10.084034,26.476578,18.561485,38.512615,51.696285,113.02682,181.4059,337.2434,568.7023,1068.0629,1496.124,2535.7144,3960,7513.5137
Costa Rica,CRI,1967,25.817556,6.1753807,4.2801557,4.366812,12.554928,8.05153,12.820513,19.362186,53.246754,74.76636,95.3271,188.47006,284.50705,562.96295,924.24243,1582.0896,2546.5117,4607.8433,7081.081
Costa Rica,CRI,1968,58.09859,6.9049554,4.15251,5.123428,10.191847,13.931889,16.299137,26.936028,39.490444,70.99698,97.069595,176.08696,310.81082,597.1223,1043.9025,1572.4637,2827.5862,4313.7256,8189.189
Costa Rica,CRI,1969,52.44123,6.7891374,2.920774,4.904146,8.561644,11.135858,25.11628,29.735683,32.418953,67.0554,96.42857,186.44067,310.88083,632.8671,985.91547,1666.6666,2674.1572,3792.453,7263.1577
Costa Rica,CRI,1970,159.21288,8.376546,4.2628775,5.579399,10.382514,15.02146,17.241379,32.64418,62.576687,60.906517,107.20563,195.83333,345,707.483,954.3379,2006.7114,3388.889,5113.2075,8605.263
Costa Rica,CRI,1971,137.61469,5.679667,6.617903,7.809289,8.281573,16.183413,18.072289,27.168234,44.152744,85.16483,92.281876,209.25554,294.686,516.129,1004.3668,1878.2051,3052.6316,4618.1816,7575
Costa Rica,CRI,1972,76.32094,4.002911,1.7343045,4.796163,7.4738417,18.076178,19.917013,32.58656,38.86926,67.47639,122.14983,156.12648,291.4692,614.90686,1055.3191,1826.0869,3204.0815,4781.8184,7682.927
Costa Rica,CRI,1973,53.57143,6.779661,2.7894003,3.5984168,6.772009,11.940298,13.654618,21.84707,37.2807,57.544758,88.23529,175.18248,311.1111,458.97437,800.7968,1460.396,2530.4348,4000,7461.5386
Costa Rica,CRI,1974,54.158607,7.082153,1.3596193,4.2105265,6.602113,14.543339,22.709475,19.361084,30.982906,57.28518,90.497734,186.83273,292.56595,490,856.0311,1461.5385,2449.1526,3972.2222,6773.585
Costa Rica,CRI,1975,47.52852,8.215426,3.295979,3.4447124,8.130081,11.396011,17.705927,24.574669,34.591194,57.48503,94.029854,181.81818,283.01886,465,773.8095,1289.8551,2495.4956,4271.4287,6648.148
Costa Rica,CRI,1976,31.42329,4.4385266,2.8855402,3.3512065,9.987515,12.195122,12.724551,17.463236,16.32653,57.10956,85.75581,158.16327,240.82568,423.35767,1061.5385,1193.3962,2605.2632,4083.3333,6214.2856
Costa Rica,CRI,1977,17.064846,2.3651845,1.5797788,2.9962547,5.8139534,7.2039623,11.514105,15.861027,20.192308,40.045765,77.93923,122.416534,218.25397,474.6193,718.64404,1338.1643,2594.5945,3718.3098,5981.4814
Costa Rica,CRI,1978,14.619883,2.3934896,0.38476336,2.9175785,8.301887,4.3840423,10.089686,14.705882,23.386343,53.511707,78.50708,139.31888,204.63321,400.9901,778.87787,1338.0282,2796.4602,3736.111,6303.5713
Costa Rica,CRI,1979,20.114943,4.697041,1.5088645,3.9355993,4.0695524,11.139674,12.074643,19.536903,31.934307,65.07592,72.6817,147.86586,220.30652,411.90475,883.6478,1367.4419,2687.5,4263.8887,6209.6772
Costa Rica,CRI,1980,18.84058,1.754386,0.3649635,3.8062284,5.017921,7.0833335,12.765958,20.27972,36.283184,48.93617,95.12195,119.117645,227.27272,425.5814,821.875,1459.091,2800,4225,6983.3335
Costa Rica,CRI,1981,24.637682,3.0172415,1.7985611,1.3651878,6.713781,5.785124,17.368422,16.551723,26.086956,53.125,87.80488,163.23529,229.09091,390.69766,756.25,1436.3636,2700,4100,6450
Costa Rica,CRI,1982,14.084507,0.42016807,2.1126761,2.3411372,4.8442907,7.2580647,14.43299,8.783784,28.205128,42.857143,65.47619,174.28572,259.6491,435.55554,732.35297,1522.7273,2925,5025,8716.667
Costa Rica,CRI,1983,8.96861,1.3374944,1.4942099,1.0645849,1.3736264,6.5485363,6.400788,16.981133,26.232115,34.447823,80.47337,126.22549,176.20482,408.91473,750.6427,1008.9552,2109.2896,3557.377,5967.033
Costa Rica,CRI,1984,19.736841,0,0.33829498,1.7998561,2.7453673,6.8915486,11.854361,16.921398,19.067797,47.18693,65.50218,113.92405,233.2317,403.61447,769.2308,1607.6923,5027.491,,
Costa Rica,CRI,1985,15.068493,1.3755158,0.63131315,2.5659823,2.4665258,6.1416187,9.128631,14.0625,27.891157,57.522125,62.765957,136.25,243.28358,435.84906,707.5,1450,2655.5557,6135.1353,10339.286
Costa Rica,CRI,1986,24.06417,2.0120723,2.1551723,2.5026815,2.749141,4.9330516,7.6891947,11.173184,16.578249,34.542313,70.53942,115.85366,234.35225,408.08823,731.70734,1407.6655,2470.2703,5220.7793,11178.571
Costa Rica,CRI,1987,10.2171135,2.2421525,1.1761247,1.0245901,4.596192,6.058566,6.18477,12.6091175,19.011406,46.952225,71.28713,118.88112,201.66899,346.22144,665.1163,1305.6478,2290.1555,5548.7803,10482.759
Costa Rica,CRI,1988,7.4534163,3.742982,1.1451474,1.6622341,1.5984654,7.8662734,8.65638,17.013233,24.691359,36.144577,70.46332,104.30839,194.85791,376.0684,682.5397,1300.9708,2482.412,6247.0586,11948.275
Costa Rica,CRI,1989,2.3501763,3.5043008,0.2777778,1.2383901,2.4822695,5.8020477,6.498195,11.587983,22.404371,50.35461,55.454544,134.78261,225.64102,379.36508,614.5833,1125.7142,2391.3044,5804.5977,10920.635
Costa Rica,CRI,1990,11.029411,1.5403574,1.0869565,1.8018018,3.8732395,6.143345,6.007067,11.522634,23.958334,30.201342,62.2807,128.7234,196.2963,343.07693,578,988.8889,2116.6667,4811.321,8756.098
Costa Rica,CRI,1991,9.82801,2.1367521,1.3297873,2.3391812,2.739726,4.452055,7.2916665,9.090909,17.821783,49.044586,80.833336,117.52577,201.20482,355.88235,648.0769,1010.5263,2144,5339.6226,9535.714
Costa Rica,CRI,1992,9.720534,1.5096618,1.0400416,1.4277556,3.3167496,2.7748873,8.573388,13.756209,22.117647,44.848484,67.35341,119.402985,195.06464,339.97156,592.6605,1176.3224,2103.4482,4653.846,12644.737
Costa Rica,CRI,1993,13.285024,2.101471,0.25445294,1.1207621,2.2328548,7.3580937,10.884354,12.213176,18.859451,33.986176,80.390686,119.96161,241.6953,379.12088,673.7213,1123.7864,2076.923,4724.6377,11537.5
Costa Rica,CRI,1994,9.615385,2.0908005,0.9987516,1.1004126,2.4570024,3.8650737,5.08647,11.8918915,23.615286,37.787514,66.28653,108.03324,251.95094,375.83002,701.6949,1195.8042,2017.5438,4758.6206,11788.235
Costa Rica,CRI,1995,9.546539,1.4938751,0.2378687,2.0560267,2.8034763,3.9331367,7.76699,13.283379,25.179855,37.336025,68.40391,130.61917,219.917,368.02975,613.2075,1104.1215,1914.7542,3949.6855,12566.265
Costa Rica,CRI,1996,10.064539,0.6035021,0.47422808,1.8011342,2.9209275,4.4267073,8.4538,14.794115,17.887487,37.847214,59.663498,93.43543,180.10643,331.23813,606.3386,1055.055,1834.806,3307.258,7866.038
Costa Rica,CRI,1997,16.41497,1.8278362,1.1791424,0.50069976,3.6695383,5.2615657,6.454199,15.636555,17.823914,32.10244,46.34457,106.759605,160.255,285.57416,544.8345,907.7733,1755.6715,2965.7356,6982.202
Costa Rica,CRI,1998,11.39154,1.2278639,0.23617491,1.2219591,3.8301492,4.738543,7.495026,14.285436,15.772924,39.60379,54.182224,98.71732,157.41064,301.2206,520.4491,1004.6143,1607.6362,2960.8628,6662.172
Costa Rica,CRI,1999,14.008278,1.8594619,0.47549647,1.4386454,2.9223142,3.946186,5.090354,11.040108,18.608793,37.80931,55.455643,94.24838,172.5026,304.25247,567.6958,988.5193,1776.0577,3016.4697,7044.7236
Costa Rica,CRI,2000,10.324046,2.5148296,0.7196678,0.71050984,2.5841196,4.3910236,7.03103,10.084416,14.289704,36.676777,67.43222,97.23155,179.39598,316.67462,539.87854,959.7662,1663.4001,2886.836,7243.2676
Costa Rica,CRI,2001,14.483212,2.8582227,0.72479874,0.47012365,3.0234087,3.6871378,7.553292,8.18553,15.712481,33.25987,71.344536,94.4126,175.71436,281.84415,543.2224,975.27386,1655.542,2808.8057,7049.663
Costa Rica,CRI,2002,20.298248,1.2915391,0.48742208,1.8770574,2.2143872,3.306851,4.468275,9.577911,16.58507,28.431927,63.57023,97.87928,135.20518,263.85464,469.98056,816.83167,1482.6606,2541.2222,6183.21
Costa Rica,CRI,2003,12.547926,1.6489187,0.98466384,0.4706436,1.9276505,4.5621786,5.2435637,9.980904,14.677213,25.758696,58.839466,87.26849,140.89445,252.44724,440.0009,715.8977,1370.396,2568.2598,6036.733
Costa Rica,CRI,2004,20.009148,1.0103799,0.24908772,0.94691813,2.1338694,4.97213,9.536127,11.321672,18.259106,35.60866,54.58143,87.13574,147.02278,243.51544,444.06122,740.96497,1410.1034,2440.5571,6224.6343
Costa Rica,CRI,2005,8.695526,0.3426899,0.75812906,1.6696362,2.8156655,2.8094838,3.7533853,7.2627397,12.2417555,24.254576,49.34475,103.63006,134.83092,246.96756,417.43683,681.0553,1232.4567,2164.7307,5777.5234
Costa Rica,CRI,2006,11.576921,1.0492519,0.5129323,0.72065663,3.2642708,3.4911673,4.483501,7.458113,12.655271,26.842806,51.645325,103.5587,134.2672,218.63644,415.89648,697.61523,1293.2911,2176.7004,5749.3857
Costa Rica,CRI,2007,20.013151,0.70736617,1.044381,1.2115896,2.0972812,3.1703296,4.3637633,9.154763,10.811944,22.904552,41.90303,79.177635,124.38936,204.44542,390.1727,638.2732,1202.2217,2287.8818,5332.717
Costa Rica,CRI,2008,23.867353,2.4852571,0.53294253,1.2240052,1.871437,3.587281,4.2564173,7.9461617,12.224091,23.251665,43.56216,78.34978,142.14171,186.19926,365.84564,646.0012,1117.2396,2139.0225,4764.865
Costa Rica,CRI,2009,17.94539,1.4214288,0.27208146,0.9913382,3.2951877,5.18175,7.271783,7.0965395,17.54026,23.67659,42.400673,71.48166,137.11932,214.00702,357.6751,612.6925,1095.3237,2054.6116,4722.048
Costa Rica,CRI,2010,21.846285,2.1336596,1.1084969,1.5099809,2.3706794,4.89676,8.623882,9.462691,16.415186,29.931736,46.470364,94.47148,155.5409,237.99261,395.89304,628.0802,1294.5194,2084.7651,5436.4854
Costa Rica,CRI,2011,14.958456,0.7030396,0.8422637,1.5369955,2.8695228,3.9456613,4.466379,6.971556,15.829226,29.863827,48.227013,93.53356,145.48366,227.65425,361.78207,605.5834,1104.2964,2067.651,4914.081
Costa Rica,CRI,2012,13.618227,1.3986356,0.28280383,0.7838424,1.9305066,4.178467,7.0445457,9.781519,17.314873,29.511583,44.82582,87.44004,150.90218,240.83788,356.3726,608.6238,1087.268,2117.8572,4921.0664
Costa Rica,CRI,2013,10.959655,2.7953262,0.5664567,0.53361934,2.6817298,4.42876,4.5284243,11.933111,12.504117,23.148224,43.915745,71.72933,126.10672,216.77086,337.62845,592.5128,956.1557,1974.9181,4758.269
Costa Rica,CRI,2014,17.962748,1.0491015,0.848023,0.27210513,1.9751331,2.8152492,3.757571,8.030276,15.059262,25.18249,43.147446,81.55238,124.15809,227.43118,331.36404,593.66626,1042.9524,1954.8351,5009.195
Costa Rica,CRI,2020,5.9234686,0.35653928,1.3982298,1.9695729,2.4763918,2.9982686,3.5358596,8.59304,14.17456,19.23977,34.73072,58.044014,97.49439,158.81528,288.74725,401.03867,663.5945,1397.0723,4058.6074
Costa Rica,CRI,2019,6.920063,0.3381371,0.26944432,1.0740929,1.5399259,2.6034312,4.9394536,9.498126,11.070656,29.139704,45.490105,68.10653,107.19254,193.21715,313.7113,587.06104,976.4966,1909.4734,5156.0566
Costa Rica,CRI,2018,10.098533,0.35142097,0,1.1252961,2.1277218,2.429254,5.57906,9.040516,17.758553,29.63461,41.25152,76.2826,113.441795,206.23042,298.9265,475.68204,919.2981,1690.9579,4597.011
Costa Rica,CRI,2017,4.275027,0.69972396,0.561984,0.84225655,1.5625855,3.8475597,4.861831,7.51599,15.206482,28.69332,40.907757,62.261047,108.31155,196.97964,298.5019,498.08463,898.27057,1626.2488,4429.194
Costa Rica,CRI,2016,12.681236,0.34915957,0,0.5583909,1.5314014,4.2903624,6.0191317,9.906139,16.721104,23.94303,42.463398,66.43956,113.80146,194.16887,304.42374,498.44907,944.6451,1687.2936,4482.7505
Costa Rica,CRI,2015,22.32174,0.34971637,1.1288943,1.381914,1.253928,2.3641164,6.281597,8.355509,17.482918,24.996136,33.370052,73.75894,122.30019,222.15271,290.50723,546.44806,873.7167,1769.7648,4663.6484
Croatia,HRV,1985,45.597485,4.174573,1.2088244,3.3971586,5.8317986,6.984866,10.215054,22.251656,37.770332,92.7463,152.60043,280.1918,455.43884,736.1963,1329.9923,2528.7285,4833.8813,8492.635,16744.094
Croatia,HRV,1986,45.528454,1.5384616,2.1008403,1.8371096,3.7406483,6.1529446,11.739012,21.404333,39.390453,75.55556,144.1298,271.16083,454.7244,748.0916,1353.9176,2667.792,4970.1133,8721.78,15742.647
Croatia,HRV,1987,53.54059,1.633987,1.5069319,2.1192856,5.9375,5.0822124,9.776536,22.48366,40,84.00988,153.69261,272.671,474.87436,732.01855,1217.0192,3291.937,4916.9355,8382.789,14964.63
Croatia,HRV,1988,57.391304,3.257329,1.2012012,0.9049774,2.4914358,5.661502,10.297801,18.4944,36.605206,77.0313,143.1886,251.38803,448.5133,749.5183,1330.4915,2638.3765,4730.1206,8505.17,15483.975
Croatia,HRV,1989,22.92769,2.0911753,1.5183723,2.10021,4.014824,4.4991,6.209427,17.105263,34.142437,76.388885,134.39008,224.59222,459.60223,769.9248,1318.4773,2509.9602,4705.2207,8509.943,15953.846
Croatia,HRV,1990,26.785715,0.85947573,0.92478424,1.4894251,2.7447393,4.552352,9.708738,18.641811,34.86529,65.773445,135.6857,245.9382,433.75,721.6157,1229.5825,2342.8572,4692.565,8412.006,15541.667
Croatia,HRV,1991,27.522936,2.1910605,0.6289308,0.89047194,2.1141648,2.768379,9.198046,14.864865,34.92312,72.559746,127.47664,236.80782,418.72232,737.13885,1222.3214,2213.3857,4473.098,7916.7783,14478.873
Croatia,HRV,1992,25.688074,1.7536168,0.6295247,1.7825311,2.4183798,5.5401664,9.203336,16.770355,36.51539,63.094208,132.38594,205.67145,388.6076,712.52203,1194.8168,2500,3618.7385,7104.839,14053.521
Croatia,HRV,1993,11.009174,2.6327336,0.9451796,1.1894143,3.3282905,3.6968577,7.772021,12.723335,31.062386,73.817764,139.22156,207.50407,373.0209,711.26013,1248.6583,2985.0159,3275.093,7505.3765,14392.655
Croatia,HRV,1994,26.666666,1.7414018,0,0.59470713,2.723971,7.087827,6.334581,14.084507,30.55628,67.781944,137.77611,186.94943,328.2636,721.1437,1209.3024,3113.5647,2755.5762,7233.871,14706.215
Croatia,HRV,1995,13.011152,0.44464207,0.64412236,1.5060241,2.7190332,4.923077,7.017544,12.912087,23.734177,67.238914,117.44022,193.11276,338.4913,723.4342,1238.6562,2824.8018,2918.1562,7199.176,13684.834
Croatia,HRV,1996,13.618677,1.3556259,0.65638334,0.9478673,3.2594523,2.9576075,5.1781907,13.352273,32.3496,67.18097,165.96104,205.57123,348.7903,703.3248,1390.7255,3296.98,3249.3152,6519.836,17208.824
Croatia,HRV,1997,7.207207,0,0.32247663,1.2418504,3.203075,2.5839794,7.784431,13.954786,28.451883,63.50711,169.71713,197.15869,337.73523,673.2496,1422.834,3372.1123,3764.1255,5720.805,17812.139
Croatia,HRV,1998,4.2462845,0.44228217,0.982962,1.5772871,3.254149,3.937008,7.297051,13.896767,30.878187,69.640564,166.94844,189.0845,327.9678,681.61926,1520.165,3659.6814,4552.4155,4998.6357,19041.176
Croatia,HRV,1999,2.1881838,0.89206064,0,1.2457179,1.2849342,2.2668393,4.5031524,12.038074,24.335665,68.44106,180.64247,193.53719,344.702,683.8315,1429.8643,3578.0347,4888.6895,4511.409,18580.459
Croatia,HRV,2000,0,1.8552876,0.33715442,0.9737098,3.3512065,4.3889265,8.137715,10.218978,24.7958,62.41744,168.4759,208.54454,304.6929,634.28357,1459.7646,3591.8018,4964.7495,4756.198,17520.943
Croatia,HRV,2001,0,1.0278549,0,0.744646,1.3395578,3.9263034,5.7725544,9.477678,30.57304,57.8879,114.21685,215.82997,338.1569,609.50476,1132.253,2114.4272,3846.9106,7061.8394,14816.816
Croatia,HRV,2002,0,0.53908354,0,0.37650603,2.3777175,2.906038,4.0214477,10.583817,21.430822,51.01117,114.82133,201.82292,334.74756,587.98285,1086.7507,2011.8203,3768.5251,6631.2056,15866.492
Croatia,HRV,2003,5.037783,0.56657225,0,0.7677543,1.3836043,1.9323672,4.3175025,11.986301,25.14322,51.3834,118.16579,194.1102,335.54266,584.6276,1056.8815,2047.1132,3784.4353,7139.651,17060.172
Croatia,HRV,2004,5.102041,0,0,1.1636928,2.118644,3.880983,7.2107506,9.5302925,23.58643,51.771957,101.56944,168.79477,270.44754,519.917,923.4508,1854.1858,3380.5073,6350.6494,12717.884
Croatia,HRV,2005,4.6868043,0,0,1.1809815,2.5411208,3.5611844,6.7758327,8.117487,17.660334,43.64362,94.79011,183.69452,305.9318,523.83923,923.24884,1733.1973,3318.0962,6582.903,14772.991
Croatia,HRV,2006,0,0.61201006,0.4166198,1.187578,1.4695941,1.9731001,7.0363073,8.325702,21.150877,44.996624,100.31536,169.12138,294.75787,471.46106,844.0408,1649.5052,3275.772,6227.785,14040.293
Croatia,HRV,2007,12.251299,1.2171743,0.43666786,0.7835333,1.4940648,3.347482,4.130774,9.291491,18.637688,47.554264,90.25326,162.07071,284.31937,475.62054,863.98285,1634.5558,3307.199,6169.6167,14145.043
Croatia,HRV,2008,2.3070712,1.2078754,0.45587787,0.39194167,1.9014155,3.7381399,6.65722,10.198476,23.469788,46.125607,86.95229,177.06168,270.5921,466.92844,809.8127,1530.6403,3156.0874,6132.693,13403.745
